sex,age,mortality per 1 rate,1-year,5-year,$/notlastyr,$/lastyr,pYLD rate,APC in all-cause mortality
male,0,0.006873568943172,,,5789.55063240592,88787.0768032559,0.019837017660292,-0.015684800530986
male,1,0.000600180072032,,,1422.50860118622,32470.8393643274,0.031281779180236,-0.022192311631136
male,2,0.000340057813105,,46400,1422.50860118622,32470.8393643274,0.031281779180236,-0.022192310123998
male,3,0.000270036456562,,,1422.50860118622,32470.8393643274,0.031281779180236,-0.022192310123998
male,4,0.000210022053088,,,1422.50860118622,32470.8393643274,0.031281779180236,-0.022192310123998
male,5,0.000160012801366,,,698.962629979631,31050.2487817237,0.032161530118781,-0.022499906722746
male,6,0.000130008450732,,,698.962629979631,31050.2487817237,0.032161530118781,-0.022499906722746
male,7,0.000120007200576,,36500,698.962629979631,31050.2487817237,0.032161530118781,-0.022499888067295
male,8,0.000120007200576,,,698.962629979631,31050.2487817237,0.032161530118781,-0.022499888067295
male,9,0.000140009800915,,,698.962629979631,31050.2487817237,0.032161530118781,-0.022499869411845
male,10,0.000160012801366,,,678.053330615838,23270.6155188094,0.035681590985661,-0.022499949138914
male,11,0.000200020002667,,,678.053330615838,23270.6155188094,0.035681590985661,-0.022499941873044
male,12,0.000290042058131,,35200,678.053330615838,23270.6155188094,0.035681590985661,-0.022499934607175
male,13,0.000430092476511,,,678.053330615838,23270.6155188094,0.035681590985661,-0.022499920075436
male,14,0.000640204887423,,,678.053330615838,23270.6155188094,0.035681590985661,-0.022499912809567
male,15,0.000880387427307,,,713.806669278198,15461.3140677147,0.096099432010262,-0.022914130500401
male,16,0.001110616506257,,,713.806669278198,15461.3140677147,0.096099432010262,-0.022914126444535
male,17,0.001300845733048,,34700,713.806669278198,15461.3140677147,0.096099432010262,-0.022914122388669
male,18,0.001410994985396,,,713.806669278198,15461.3140677147,0.096099432010262,-0.02291411630487
male,19,0.001461066838516,,,713.806669278198,15461.3140677147,0.096099432010262,-0.022914110221071
male,20,0.00147108151001,,,753.707141666224,8444.32600642048,0.111790178781946,-0.022752559503721
male,21,0.001461066838516,,,753.707141666224,8444.32600642048,0.111790178781946,-0.022752552535223
male,22,0.001441037796404,,30100,753.707141666224,8444.32600642048,0.111790178781946,-0.022752545566726
male,23,0.001410994985396,,,753.707141666224,8444.32600642048,0.111790178781946,-0.02275253511398
male,24,0.001390966946141,,,753.707141666224,8444.32600642048,0.111790178781946,-0.022752524661234
male,25,0.001370939307999,,,758.274520446879,13581.1451427783,0.12726744513977,-0.022393801030081
male,26,0.001360925639342,,,758.274520446879,13581.1451427783,0.12726744513977,-0.02239256107751
male,27,0.001350912070956,,21100,758.274520446879,13581.1451427783,0.12726744513977,-0.022390412316972
male,28,0.001350912070956,,,758.274520446879,13581.1451427783,0.12726744513977,-0.022387132145705
male,29,0.001360925639342,,,758.274520446879,13581.1451427783,0.12726744513977,-0.022382472205258
male,30,0.001390966946141,,,822.889135725317,14102.7654071172,0.124321632068103,-0.023789357193465
male,31,0.001421009155447,,,822.889135725317,14102.7654071172,0.124321632068103,-0.023782276372663
male,32,0.001481096281798,,19200,822.889135725317,14102.7654071172,0.124321632068103,-0.023774581065875
male,33,0.001541187018829,,,822.889135725317,14102.7654071172,0.124321632068103,-0.023766277970496
male,34,0.001631329895349,,,822.889135725317,14102.7654071172,0.124321632068103,-0.02375737378392
male,35,0.001741515558303,,,900.273102031509,13426.7919966922,0.129161638638681,-0.023861111578109
male,36,0.001871750632796,,,900.273102031509,13426.7919966922,0.129161638638681,-0.023853787179843
male,37,0.002032063242728,,19300,900.273102031509,13426.7919966922,0.129161638638681,-0.023847244585708
male,38,0.002212445653928,,,900.273102031509,13426.7919966922,0.129161638638681,-0.023841286824834
male,39,0.002422932932754,,,900.273102031509,13426.7919966922,0.129161638638681,-0.023836193547222
male,40,0.002663544086241,,,1031.40286729113,18379.0912941714,0.132588955505498,-0.025305693993891
male,41,0.002934300853054,,,1031.40286729113,18379.0912941714,0.132588955505498,-0.025304198785392
male,42,0.00324526016503,,19000,1031.40286729113,18379.0912941714,0.132588955505498,-0.025303912566307
male,43,0.003576387657155,,,1031.40286729113,18379.0912941714,0.132588955505498,-0.02530445371119
male,44,0.003957821854344,,,1031.40286729113,18379.0912941714,0.132588955505498,-0.025304682686458
male,45,0.00437957635931,,,1209.18671661955,22080.0647318961,0.143654119278016,-0.029134456517359
male,46,0.004831653662181,,,1209.18671661955,22080.0647318961,0.143654119278016,-0.02913397877961
male,47,0.0053241481567,,18100,1209.18671661955,22080.0647318961,0.143654119278016,-0.029133058294669
male,48,0.005847060791927,,,1209.18671661955,22080.0647318961,0.143654119278016,-0.029131591023946
male,49,0.00641050344133,,,1209.18671661955,22080.0647318961,0.143654119278016,-0.029128296313024
male,50,0.007004474152883,,,1400.23389489024,24980.6078011098,0.159401838736362,-0.02814122829573
male,51,0.007629027164491,,,1400.23389489024,24980.6078011098,0.159401838736362,-0.028136873637113
male,52,0.00829430282482,,15700,1400.23389489024,24980.6078011098,0.159401838736362,-0.028131088556964
male,53,0.008980201580781,,,1400.23389489024,24980.6078011098,0.159401838736362,-0.028123630595681
male,54,0.009696862978864,,,1400.23389489024,24980.6078011098,0.159401838736362,-0.028114234760236
male,55,0.010464563047883,,,1679.57799416077,27020.3137687762,0.196647848268162,-0.028428717645245
male,56,0.011273305598459,,,1679.57799416077,27020.3137687762,0.196647848268162,-0.028416811035728
male,57,0.012133311823273,,11900,1679.57799416077,27020.3137687762,0.196647848268162,-0.028401963824673
male,58,0.013075107887722,,,1679.57799416077,27020.3137687762,0.196647848268162,-0.0283838007556
male,59,0.01407864060956,,,1679.57799416077,27020.3137687762,0.196647848268162,-0.028361936125479
male,60,0.015184706325203,,,2066.9742969821,26460.9184077442,0.238371418343197,-0.029318057593262
male,61,0.016383479250524,,,2066.9742969821,26460.9184077442,0.238371418343197,-0.029297947407402
male,62,0.017685470056049,,9100,2066.9742969821,26460.9184077442,0.238371418343197,-0.029276843370347
male,63,0.019111466203046,,,2066.9742969821,26460.9184077442,0.238371418343197,-0.02925482198618
male,64,0.020682414195202,,,2066.9742969821,26460.9184077442,0.238371418343197,-0.029231965514337
male,65,0.022419448187364,,,2771.22004787791,28734.3727864419,0.266623177378695,-0.027188604674839
male,66,0.024354169868571,,,2771.22004787791,28734.3727864419,0.266623177378695,-0.027172456764827
male,67,0.026508259880796,,5900,2771.22004787791,28734.3727864419,0.266623177378695,-0.027152667413938
male,68,0.028914010164642,,,2771.22004787791,28734.3727864419,0.266623177378695,-0.027128162362075
male,69,0.031593871591179,,,2771.22004787791,28734.3727864419,0.266623177378695,-0.027098510989585
male,70,0.034581092856327,,,3428.65053949444,24938.0986723355,0.303527619112585,-0.027532465187844
male,71,0.037888800542814,,,3428.65053949444,24938.0986723355,0.303527619112585,-0.027506195583944
male,72,0.041551427158235,,4500,3428.65053949444,24938.0986723355,0.303527619112585,-0.02747591680729
male,73,0.045572845294757,,,3428.65053949444,24938.0986723355,0.303527619112585,-0.027442498186964
male,74,0.049978369806242,,,3428.65053949444,24938.0986723355,0.303527619112585,-0.027408684238119
male,75,0.054762462894735,,,4047.41549538948,22719.874103033,0.354622680749677,-0.026929222877616
male,76,0.059930487783214,,,4047.41549538948,22719.874103033,0.354622680749677,-0.026907649520654
male,77,0.065509659206201,,2500,4047.41549538948,22719.874103033,0.354622680749677,-0.026886248365568
male,78,0.071506742901317,,,4047.41549538948,22719.874103033,0.354622680749677,-0.026865153844344
male,79,0.077918299161431,,,4047.41549538948,22719.874103033,0.354622680749677,-0.026845199624905
male,80,0.084762997399515,,,4497.48344302605,17493.5903645932,0.395673277474199,-0.026323441344123
male,81,0.092246876512443,,,4497.48344302605,17493.5903645932,0.395673277474199,-0.02631124886457
male,82,0.100848487959471,,1200,4497.48344302605,17493.5903645932,0.395673277474199,-0.026299479782949
male,83,0.110696951358699,,,4497.48344302605,17493.5903645932,0.395673277474199,-0.026288179198375
male,84,0.121986859354472,,,4497.48344302605,17493.5903645932,0.395673277474199,-0.026277387190788
male,85,0.134823655808468,,,4939.08912329753,15118.273824355,0.499871639248403,-0.026197142363794
male,86,0.149080223014153,,,4939.08912329753,15118.273824355,0.499871639248403,-0.026187862621466
male,87,0.164579875317798,,400,4939.08912329753,15118.273824355,0.499871639248403,-0.026177144017956
male,88,0.181150243049812,,,4939.08912329753,15118.273824355,0.499871639248403,-0.026165035254296
male,89,0.19863388228626,,,4939.08912329753,15118.273824355,0.499871639248403,-0.026151612543751
male,90,0.216826048822334,,,5150.75933245323,11273.8819056703,0.499871639248403,-0.026447359731698
male,91,0.235747650297233,,,5150.75933245323,11273.8819056703,0.499871639248403,-0.026442682777405
male,92,0.257230464995952,,75,5150.75933245323,11273.8819056703,0.499871639248403,-0.026443640993829
male,93,0.281726508746508,,,5150.75933245323,11273.8819056703,0.499871639248403,-0.026450138372941
male,94,0.309532394845282,,,5150.75933245323,11273.8819056703,0.499871639248403,-0.026462045789564
male,95,0.339972354894869,,,4949.83246020496,8076.66820810962,0.499871639248403,-0.026756016837821
male,96,0.373123772937502,,,4949.83246020496,8076.66820810962,0.499871639248403,-0.026770141898796
male,97,0.409036477863957,,17.5,4949.83246020496,8076.66820810962,0.499871639248403,-0.026785034192946
male,98,0.447678695444715,,,4949.83246020496,8076.66820810962,0.499871639248403,-0.026801310540092
male,99,0.489015209502142,,,4949.83246020496,8076.66820810962,0.499871639248403,-0.026816334857265
male,100,0.532917870240807,,,4949.83246020496,8076.66820810962,0.499871639248403,-0.026816334857265
male,101,0.579175844654224,,,4949.83246020496,8076.66820810962,0.499871639248403,-0.026816334857265
male,102,0.627509263979073,,6.25,4949.83246020496,8076.66820810962,0.499871639248403,-0.026816334857265
male,103,0.677470701174938,,,4949.83246020496,8076.66820810962,0.499871639248403,-0.026816334857265
male,104,0.728525684461762,,,4949.83246020496,8076.66820810962,0.499871639248403,-0.026816334857265
male,105,0.779947670696862,,,4949.83246020496,8076.66820810962,0.499871639248403,-0.026816334857265
male,106,0.779947670696862,,,4949.83246020496,8076.66820810962,0.499871639248403,-0.026816334857265
male,107,0.779947670696862,,1.25,4949.83246020496,8076.66820810962,0.499871639248403,-0.026816334857265
male,108,0.779947670696862,,,4949.83246020496,8076.66820810962,0.499871639248403,-0.026816334857265
