age,gamma
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.026411200000000003
21,0.026411200000000003
22,0.026411200000000003
23,0.026411200000000003
24,0.026411200000000003
25,0.026411200000000003
26,0.026411200000000003
27,0.026411200000000003
28,0.026411200000000003
29,0.026411200000000003
30,0.026411200000000003
31,0.026411200000000003
32,0.026411200000000003
33,0.026411200000000003
34,0.026411200000000003
35,0.026411200000000003
36,0.026411200000000003
37,0.026411200000000003
38,0.026411200000000003
39,0.026411200000000003
40,0.026411200000000003
41,0.026411200000000003
42,0.026411200000000003
43,0.026411200000000003
44,0.026411200000000003
45,0.026411200000000003
46,0.026411200000000003
47,0.026411200000000003
48,0.026411200000000003
49,0.026411200000000003
50,0.026411200000000003
51,0.026411200000000003
52,0.026411200000000003
53,0.026411200000000003
54,0.026411200000000003
55,0.026411200000000003
56,0.026411200000000003
57,0.026411200000000003
58,0.026411200000000003
59,0.026411200000000003
60,0.026411200000000003
61,0.026411200000000003
62,0.026411200000000003
63,0.026411200000000003
64,0.026411200000000003
65,0.026411200000000003
66,0.026411200000000003
67,0.026411200000000003
68,0.026411200000000003
69,0.026411200000000003
70,0.026411200000000003
71,0.026411200000000003
72,0.026411200000000003
73,0.026411200000000003
74,0.026411200000000003
75,0.026411200000000003
76,0.026411200000000003
77,0.026411200000000003
78,0.026411200000000003
79,0.026411200000000003
80,0.026411200000000003
81,0.026411200000000003
82,0.026411200000000003
83,0.026411200000000003
84,0.026411200000000003
85,0.026411200000000003
86,0.026411200000000003
87,0.026411200000000003
88,0.026411200000000003
89,0.026411200000000003
90,0.026411200000000003
91,0.026411200000000003
92,0.026411200000000003
93,0.026411200000000003
94,0.026411200000000003
95,0.026411200000000003
96,0.026411200000000003
97,0.026411200000000003
98,0.026411200000000003
99,0.026411200000000003
100,0.026411200000000003
101,0.026411200000000003
102,0.026411200000000003
103,0.026411200000000003
104,0.026411200000000003
105,0.026411200000000003
106,0.026411200000000003
107,0.026411200000000003
108,0.026411200000000003
109,0.026411200000000003
110,0.026411200000000003
