sex,age,Elasticity
male,0,0
male,1,0
male,2,0
male,3,0
male,4,0
male,5,0
male,6,0
male,7,0
male,8,0
male,9,0
male,10,0
male,11,0
male,12,0
male,13,0
male,14,0
male,15,0.384909913564213
male,16,0.384909913564213
male,17,0.384909913564213
male,18,0.384909913564213
male,19,0.384909913564213
male,20,0.384909913564213
male,21,0.28868243517316
male,22,0.28868243517316
male,23,0.28868243517316
male,24,0.28868243517316
male,25,0.192454956782107
male,26,0.192454956782107
male,27,0.192454956782107
male,28,0.192454956782107
male,29,0.192454956782107
male,30,0.192454956782107
male,31,0.192454956782107
male,32,0.192454956782107
male,33,0.192454956782107
male,34,0.192454956782107
male,35,0.096227478391053
male,36,0.096227478391053
male,37,0.096227478391053
male,38,0.096227478391053
male,39,0.096227478391053
male,40,0.096227478391053
male,41,0.096227478391053
male,42,0.096227478391053
male,43,0.096227478391053
male,44,0.096227478391053
male,45,0.096227478391053
male,46,0.096227478391053
male,47,0.096227478391053
male,48,0.096227478391053
male,49,0.096227478391053
male,50,0.096227478391053
male,51,0.096227478391053
male,52,0.096227478391053
male,53,0.096227478391053
male,54,0.096227478391053
male,55,0.096227478391053
male,56,0.096227478391053
male,57,0.096227478391053
male,58,0.096227478391053
male,59,0.096227478391053
male,60,0.096227478391053
male,61,0.096227478391053
male,62,0.096227478391053
male,63,0.096227478391053
male,64,0.096227478391053
male,65,0.096227478391053
male,66,0.096227478391053
male,67,0.096227478391053
male,68,0.096227478391053
male,69,0.096227478391053
male,70,0.096227478391053
male,71,0.096227478391053
male,72,0.096227478391053
male,73,0.096227478391053
male,74,0.096227478391053
male,75,0.096227478391053
male,76,0.096227478391053
male,77,0.096227478391053
male,78,0.096227478391053
male,79,0.096227478391053
male,80,0.096227478391053
male,81,0.096227478391053
male,82,0.096227478391053
male,83,0.096227478391053
male,84,0.096227478391053
male,85,0.096227478391053
male,86,0.096227478391053
male,87,0.096227478391053
male,88,0.096227478391053
male,89,0.096227478391053
male,90,0.096227478391053
male,91,0.096227478391053
male,92,0.096227478391053
male,93,0.096227478391053
male,94,0.096227478391053
male,95,0.096227478391053
male,96,0.096227478391053
male,97,0.096227478391053
male,98,0.096227478391053
male,99,0.096227478391053
male,100,0.096227478391053
male,101,0.096227478391053
male,102,0.096227478391053
male,103,0.096227478391053
male,104,0.096227478391053
male,105,0.096227478391053
male,106,0.096227478391053
male,107,0.096227478391053
male,108,0.096227478391053
male,109,0.096227478391053
male,110,0.096227478391053
female,0,0
female,1,0
female,2,0
female,3,0
female,4,0
female,5,0
female,6,0
female,7,0
female,8,0
female,9,0
female,10,0
female,11,0
female,12,0
female,13,0
female,14,0
female,15,0.384909913564213
female,16,0.384909913564213
female,17,0.384909913564213
female,18,0.384909913564213
female,19,0.384909913564213
female,20,0.384909913564213
female,21,0.28868243517316
female,22,0.28868243517316
female,23,0.28868243517316
female,24,0.28868243517316
female,25,0.192454956782107
female,26,0.192454956782107
female,27,0.192454956782107
female,28,0.192454956782107
female,29,0.192454956782107
female,30,0.192454956782107
female,31,0.192454956782107
female,32,0.192454956782107
female,33,0.192454956782107
female,34,0.192454956782107
female,35,0.096227478391053
female,36,0.096227478391053
female,37,0.096227478391053
female,38,0.096227478391053
female,39,0.096227478391053
female,40,0.096227478391053
female,41,0.096227478391053
female,42,0.096227478391053
female,43,0.096227478391053
female,44,0.096227478391053
female,45,0.096227478391053
female,46,0.096227478391053
female,47,0.096227478391053
female,48,0.096227478391053
female,49,0.096227478391053
female,50,0.096227478391053
female,51,0.096227478391053
female,52,0.096227478391053
female,53,0.096227478391053
female,54,0.096227478391053
female,55,0.096227478391053
female,56,0.096227478391053
female,57,0.096227478391053
female,58,0.096227478391053
female,59,0.096227478391053
female,60,0.096227478391053
female,61,0.096227478391053
female,62,0.096227478391053
female,63,0.096227478391053
female,64,0.096227478391053
female,65,0.096227478391053
female,66,0.096227478391053
female,67,0.096227478391053
female,68,0.096227478391053
female,69,0.096227478391053
female,70,0.096227478391053
female,71,0.096227478391053
female,72,0.096227478391053
female,73,0.096227478391053
female,74,0.096227478391053
female,75,0.096227478391053
female,76,0.096227478391053
female,77,0.096227478391053
female,78,0.096227478391053
female,79,0.096227478391053
female,80,0.096227478391053
female,81,0.096227478391053
female,82,0.096227478391053
female,83,0.096227478391053
female,84,0.096227478391053
female,85,0.096227478391053
female,86,0.096227478391053
female,87,0.096227478391053
female,88,0.096227478391053
female,89,0.096227478391053
female,90,0.096227478391053
female,91,0.096227478391053
female,92,0.096227478391053
female,93,0.096227478391053
female,94,0.096227478391053
female,95,0.096227478391053
female,96,0.096227478391053
female,97,0.096227478391053
female,98,0.096227478391053
female,99,0.096227478391053
female,100,0.096227478391053
female,101,0.096227478391053
female,102,0.096227478391053
female,103,0.096227478391053
female,104,0.096227478391053
female,105,0.096227478391053
female,106,0.096227478391053
female,107,0.096227478391053
female,108,0.096227478391053
female,109,0.096227478391053
female,110,0.096227478391053
