sex,age,Cessation,uptake
male,0,0,0
male,1,0,0
male,2,0,0
male,3,0,0
male,4,0,0
male,5,0,0
male,6,0,0
male,7,0,0
male,8,0,0
male,9,0,0
male,10,0,0
male,11,0,0
male,12,0,0
male,13,0,0
male,14,0,0
male,15,0.041435659354616,0
male,16,0.041435659354616,0
male,17,0.041435659354616,0
male,18,0.041435659354616,0
male,19,0.041435659354616,0
male,20,0.041435659354616,0.121447943269589
male,21,0.041435659354616,0
male,22,0.041435659354616,0
male,23,0.041435659354616,0
male,24,0.041435659354616,0
male,25,0.041435659354616,0
male,26,0.041435659354616,0
male,27,0.041435659354616,0
male,28,0.041435659354616,0
male,29,0.041435659354616,0
male,30,0.041435659354616,0
male,31,0.041435659354616,0
male,32,0.041435659354616,0
male,33,0.041435659354616,0
male,34,0.041435659354616,0
male,35,0.038425723372829,0
male,36,0.038425723372829,0
male,37,0.038425723372829,0
male,38,0.038425723372829,0
male,39,0.038425723372829,0
male,40,0.038425723372829,0
male,41,0.038425723372829,0
male,42,0.038425723372829,0
male,43,0.038425723372829,0
male,44,0.038425723372829,0
male,45,0.038425723372829,0
male,46,0.038425723372829,0
male,47,0.038425723372829,0
male,48,0.038425723372829,0
male,49,0.038425723372829,0
male,50,0.038425723372829,0
male,51,0.038425723372829,0
male,52,0.038425723372829,0
male,53,0.038425723372829,0
male,54,0.038425723372829,0
male,55,0.072238263465663,0
male,56,0.072238263465663,0
male,57,0.072238263465663,0
male,58,0.072238263465663,0
male,59,0.072238263465663,0
male,60,0.072238263465663,0
male,61,0.072238263465663,0
male,62,0.072238263465663,0
male,63,0.072238263465663,0
male,64,0.072238263465663,0
male,65,0.072238263465663,0
male,66,0.072238263465663,0
male,67,0.072238263465663,0
male,68,0.072238263465663,0
male,69,0.072238263465663,0
male,70,0.072238263465663,0
male,71,0.072238263465663,0
male,72,0.072238263465663,0
male,73,0.072238263465663,0
male,74,0.072238263465663,0
male,75,0.072238263465663,0
male,76,0.072238263465663,0
male,77,0.072238263465663,0
male,78,0.072238263465663,0
male,79,0.072238263465663,0
male,80,0.072238263465663,0
male,81,0.072238263465663,0
male,82,0.072238263465663,0
male,83,0.072238263465663,0
male,84,0.072238263465663,0
male,85,0.072238263465663,0
male,86,0.072238263465663,0
male,87,0.072238263465663,0
male,88,0.072238263465663,0
male,89,0.072238263465663,0
male,90,0.072238263465663,0
male,91,0.072238263465663,0
male,92,0.072238263465663,0
male,93,0.072238263465663,0
male,94,0.072238263465663,0
male,95,0.072238263465663,0
male,96,0.072238263465663,0
male,97,0.072238263465663,0
male,98,0.072238263465663,0
male,99,0.072238263465663,0
male,100,0.072238263465663,0
male,101,0.072238263465663,0
male,102,0.072238263465663,0
male,103,0.072238263465663,0
male,104,0.072238263465663,0
male,105,0.072238263465663,0
male,106,0.072238263465663,0
male,107,0.072238263465663,0
male,108,0.072238263465663,0
male,109,0.072238263465663,0
male,110,0.072238263465663,0
female,0,0,0
female,1,0,0
female,2,0,0
female,3,0,0
female,4,0,0
female,5,0,0
female,6,0,0
female,7,0,0
female,8,0,0
female,9,0,0
female,10,0,0
female,11,0,0
female,12,0,0
female,13,0,0
female,14,0,0
female,15,0.055435981447799,0
female,16,0.055435981447799,0
female,17,0.055435981447799,0
female,18,0.055435981447799,0
female,19,0.055435981447799,0
female,20,0.055435981447799,0.116185385206628
female,21,0.055435981447799,0
female,22,0.055435981447799,0
female,23,0.055435981447799,0
female,24,0.055435981447799,0
female,25,0.055435981447799,0
female,26,0.055435981447799,0
female,27,0.055435981447799,0
female,28,0.055435981447799,0
female,29,0.055435981447799,0
female,30,0.055435981447799,0
female,31,0.055435981447799,0
female,32,0.055435981447799,0
female,33,0.055435981447799,0
female,34,0.055435981447799,0
female,35,0.04307897716125,0
female,36,0.04307897716125,0
female,37,0.04307897716125,0
female,38,0.04307897716125,0
female,39,0.04307897716125,0
female,40,0.04307897716125,0
female,41,0.04307897716125,0
female,42,0.04307897716125,0
female,43,0.04307897716125,0
female,44,0.04307897716125,0
female,45,0.04307897716125,0
female,46,0.04307897716125,0
female,47,0.04307897716125,0
female,48,0.04307897716125,0
female,49,0.04307897716125,0
female,50,0.04307897716125,0
female,51,0.04307897716125,0
female,52,0.04307897716125,0
female,53,0.04307897716125,0
female,54,0.04307897716125,0
female,55,0.071395287778832,0
female,56,0.071395287778832,0
female,57,0.071395287778832,0
female,58,0.071395287778832,0
female,59,0.071395287778832,0
female,60,0.071395287778832,0
female,61,0.071395287778832,0
female,62,0.071395287778832,0
female,63,0.071395287778832,0
female,64,0.071395287778832,0
female,65,0.071395287778832,0
female,66,0.071395287778832,0
female,67,0.071395287778832,0
female,68,0.071395287778832,0
female,69,0.071395287778832,0
female,70,0.071395287778832,0
female,71,0.071395287778832,0
female,72,0.071395287778832,0
female,73,0.071395287778832,0
female,74,0.071395287778832,0
female,75,0.071395287778832,0
female,76,0.071395287778832,0
female,77,0.071395287778832,0
female,78,0.071395287778832,0
female,79,0.071395287778832,0
female,80,0.071395287778832,0
female,81,0.071395287778832,0
female,82,0.071395287778832,0
female,83,0.071395287778832,0
female,84,0.071395287778832,0
female,85,0.071395287778832,0
female,86,0.071395287778832,0
female,87,0.071395287778832,0
female,88,0.071395287778832,0
female,89,0.071395287778832,0
female,90,0.071395287778832,0
female,91,0.071395287778832,0
female,92,0.071395287778832,0
female,93,0.071395287778832,0
female,94,0.071395287778832,0
female,95,0.071395287778832,0
female,96,0.071395287778832,0
female,97,0.071395287778832,0
female,98,0.071395287778832,0
female,99,0.071395287778832,0
