sex,age,current ,former,never,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21+
male,48,0.169913304346266,0.238922610703598,0.591164084950136,0.040040980201823,0.042029263623061,0.044110187786535,0.046288275421064,0.0485686403845,0.050957137423888,0.053460956032403,0.056086491391498,0.058840049733361,0.061720019297134,0,0,0,0,0,0,0,0,0,0.047233868416802,0.049077724077707,0.401586406210224
male,49,0.169571133202721,0.238592074274239,0.591836792523041,0.037351686731626,0.039213101190646,0.041159840495203,0.043197395789621,0.045330248791928,0.047563765169117,0.04990464962631,0.052358893503261,0.054932341795624,0.057630902948798,0,0,0,0,0,0,0,0,0,0.044455311941951,0.046190701850271,0.440711160165644
male,50,0.160181609565503,0.273653668865503,0.566164721568994,0.034879907009375,0.036623801542393,0.038448251318087,0.040356608710696,0.042354096215567,0.044445157939124,0.046636559095311,0.04893354912449,0.051341936391711,0.053866957362944,0,0,0,0,0,0,0,0,0,0.04185578922593,0.043526663337562,0.476730722726811
male,51,0.160983713194371,0.275218405158997,0.563797881646632,0.023594631481811,0.024779395485776,0.026017792093927,0.027313420474475,0.028668825314676,0.030087606120993,0.031574298078775,0.033132159032602,0.034765184530055,0.036477361981818,0,0,0,0,0,0,0,0,0,0.028553003968684,0.029693034075032,0.645343287361378
male,52,0.161882592847916,0.276971757972523,0.561145649179561,0.023433668121485,0.024615351485297,0.025850488277136,0.027141910488201,0.028493041730884,0.029906700904806,0.031387981123686,0.032940258503492,0.034566618847767,0.036271444579634,0,0,0,0,0,0,0,0,0,0.028603055986382,0.029746288628784,0.647043191322446
male,53,0.163551092415244,0.280069586915191,0.556379320669565,0.023269760212595,0.024448564634977,0.025680477639603,0.026968183172901,0.028314935134087,0.029723980896263,0.031199989048464,0.032746669237887,0.034367571440254,0.036065527980565,0,0,0,0,0,0,0,0,0,0.028653868959563,0.029800338920053,0.648760132722787
male,54,0.164748815375773,0.282390740866731,0.552860443757497,0.02310278788997,0.024278930396535,0.025507878256776,0.026792224198017,0.028134803120965,0.029539303615804,0.031010490873005,0.032551783129511,0.034166945961439,0.035859689732983,0,0,0,0,0,0,0,0,0,0.028705887590967,0.02985564756008,0.65049362767395
male,55,0.149200333163511,0.325541511791833,0.525258155044657,0.019515482390171,0.02051438014192,0.021557912085063,0.022648298354434,0.023787861617028,0.024979148437304,0.026227243669097,0.027534635714476,0.028904499932975,0.030340071281336,0,0,0,0,0,0,0,0,0,0.027404093205762,0.025403049424166,0.701183323746268
male,56,0.143594827374247,0.331054596485381,0.525350576140372,0.024469715341586,0.020220440237251,0.021254621642473,0.022334981242114,0.023463850649743,0.024643656583058,0.025878660885073,0.027172973092993,0.028528853362067,0.029949678595178,0,0,0,0,0,0,0,0,0,0.027075219106079,0.028298942444862,0.696708406817522
male,57,0.138449595788486,0.33701318770521,0.524537216506304,0.023798787756628,0.02535793553014,0.020955259022733,0.022026232663185,0.023144994256989,0.024313991083998,0.025537487236104,0.026818290432654,0.028161104814069,0.029567895997982,0,0,0,0,0,0,0,0,0,0.026757249577761,0.027967806688624,0.695592964939135
male,58,0.133370999337467,0.34254543888358,0.524083561778953,0.023142710472016,0.024666274328735,0.026283718661453,0.021721176652405,0.022830512295311,0.023989314074035,0.025202027939157,0.026471329928853,0.027800234969037,0.02919406041578,0,0,0,0,0,0,0,0,0,0.026449833719273,0.027647674030328,0.694601132513619
male,59,0.127964001191518,0.346561148135006,0.525474850673476,0.022500249873115,0.023989007309832,0.025570113577264,0.027248338901293,0.022519249621574,0.023668568970385,0.024871145188848,0.02612971670972,0.02744718180726,0.02882673533048,0,0,0,0,0,0,0,0,0,0.026152446958509,0.027338193901387,0.693739051850334
male,60,0.110882767256362,0.387776108073589,0.501341124670049,0.019509058580161,0.020807501003633,0.022186339189206,0.023650317811638,0.025203938216802,0.020830494599174,0.021894922318202,0.023008699040202,0.024174503364335,0.025395104954111,0,0,0,0,0,0,0,0,0,0.023071941705386,0.024121052742146,0.726146126475005
male,61,0.109973990453287,0.385208640322911,0.504817369223802,0.018973439255378,0.020242459570754,0.021592232676166,0.023025228217425,0.024546305589597,0.026160228913673,0.021623190754665,0.022729666153291,0.023887617557004,0.025099950664175,0,0,0,0,0,0,0,0,0,0.022841902974898,0.023881647933494,0.725396129739479
male,62,0.108343436008497,0.380164691329469,0.511491872662034,0.018443269280691,0.019685452838006,0.021004674953536,0.022407878841912,0.023897236829907,0.025477725221955,0.027156439643791,0.022449339665502,0.023600075003032,0.024804680751264,0,0,0,0,0,0,0,0,0,0.022617840724041,0.0236486506016,0.724806735644764
male,63,0.107223602850837,0.376969806146213,0.51580659100295,0.017917321951511,0.019133250119146,0.020425013155264,0.021796443827789,0.023255238027371,0.024803225273561,0.026447706256084,0.02819440273059,0.023310716347147,0.024508264077545,0,0,0,0,0,0,0,0,0,0.022399173456495,0.023421985031303,0.724387259746195
male,64,0.105936400375456,0.373244997212752,0.520818602411792,0.017394952272326,0.018584890227773,0.019849859955678,0.021193193502853,0.022618919712676,0.024135551275691,0.025746892633677,0.027458584137534,0.02927695157369,0.024209978259334,0,0,0,0,0,0,0,0,0,0.022184866561161,0.023201081776712,0.724144278110895
male,65,0.095552898954242,0.421190336415323,0.483256764630435,0.016088302213362,0.017198816432946,0.01837964105468,0.019634297388298,0.020966163122533,0.022379274312122,0.023885017167607,0.025484757564994,0.027184312667885,0.028990356263188,0,0,0,0,0,0,0,0,0,0.020945799204335,0.021911774858253,0.736951487749798
male,66,0.096956615941011,0.428327800289418,0.474715583769571,0.014918845522223,0.015945152236672,0.017050648130818,0.018225520745565,0.01947324328185,0.020797245377971,0.022202105562914,0.023701494913441,0.025294711698602,0.026987834738116,0.023268066312499,0,0,0,0,0,0,0,0,0.02071192407123,0.021673333885552,0.729749873522546
male,67,0.097258951500059,0.430729176835491,0.47201187166445,0.013835895619074,0.014796786889895,0.015819290220135,0.016920833120735,0.018090904814346,0.0193329338029,0.020650943343402,0.022049234306816,0.023544513705256,0.025133872162366,0.021680154528475,0.022867840822563,0,0,0,0,0,0,0,0.020495038193522,0.021453052818238,0.723328705652277
male,68,0.097243175789312,0.431847953459879,0.47090887075081,0.012831149471279,0.013731480920395,0.014690250169968,0.015709882169176,0.016808496802369,0.017974873220996,0.01921295465976,0.020526504512459,0.021920070950645,0.02341372965088,0.020207519929176,0.021325302476285,0.022497348153595,0,0,0,0,0,0,0.0202931850993,0.0212487147029,0.717608537110818
male,69,0.098636988172685,0.439397060600415,0.461965951226901,0.011896750838942,0.012741304894212,0.013641023011386,0.014598494992263,0.015616153488209,0.016712826786322,0.017877142553515,0.019112672818093,0.020423462112121,0.021814326885306,0.018838766357428,0.019892173255118,0.02099652415389,0.022154645689942,0,0,0,0,0,0.020104689326608,0.021058402384281,0.712520640452366
male,70,0.076574729502789,0.461281724601534,0.462143545895677,0.010460361940764,0.011212923963554,0.012014814383883,0.012868518208441,0.013776431241654,0.014740869207625,0.015780940703493,0.016884814063409,0.018056065792119,0.019298822676475,0.016666844204003,0.017610076070635,0.018598694272542,0.019635382335251,0.020722456908324,0,0,0,0,0.018914391016991,0.019814261426765,0.722943331584073
male,71,0.074683717415965,0.451471314472013,0.473844968112022,0.009697205273392,0.010392773835389,0.011146771313404,0.011949691525229,0.012803948010225,0.013711876795521,0.014677667742979,0.015718260905562,0.016822529558161,0.017994282944368,0.015551299562761,0.016432913231929,0.017366974689913,0.018346202594417,0.019373081082628,0.020449550293157,0,0,0,0.018766686682342,0.019666762950871,0.719131521007753
male,72,0.074463986276316,0.451934848861687,0.473601164861998,0.00897900426747,0.009633482506064,0.010329992044382,0.011085603834855,0.011889763547456,0.012744814308983,0.013654963209056,0.014622801693247,0.015664746766131,0.016770500563894,0.014505410912501,0.015339192050207,0.016213641702607,0.017139632959476,0.018110442016378,0.019128300656844,0.020197410898093,0,0,0.018625888075528,0.019527276610633,0.715837131376197
male,73,0.074512803212816,0.454291900122192,0.471195296664992,0.00832989675845,0.008948522253987,0.009606491430166,0.010306434909,0.011066390121442,0.011874710270408,0.012735677411488,0.0136517807463,0.014625773115042,0.015673596482106,0.013569073669834,0.014361210919761,0.015191784772834,0.016063021964866,0.016984951624333,0.017951374166872,0.018966952434467,0.020033403661886,0,0.018553394955466,0.019460340795896,0.712045217535398
male,74,0.073036502545558,0.447619542134626,0.479343955319816,0.007660991106154,0.008242266142746,0.00886013195122,0.009517145357789,0.010215807957928,0.010975008229559,0.011784142217492,0.012645673797103,0.013562154683776,0.014536532472456,0.012597633169719,0.0133458030562,0.014130163196416,0.014952704438334,0.015815537407563,0.016727742212327,0.017686517173295,0.018693831619554,0.019751565900959,0.018357059307436,0.019264546431642,0.710677042170333
male,75,0.055145221356554,0.496682357273739,0.448172421369707,0.00685631203274,0.007389432341248,0.007955644249906,0.008557462692609,0.009197280459743,0.009877415252267,0.010619184148817,0.011409502796167,0.012250797883602,0.013145675754469,0.011393883718499,0.012083489725165,0.012806376251147,0.013564352940445,0.014359210552961,0.015192917584848,0.016076223329842,0.017004550881305,0.017979779650628,0.0273716163608,0.018036429904613,0.726872461488182
male,76,0.054772532580892,0.496260475994658,0.44896699142445,0.006522962485912,0.007026206158592,0.007578108379973,0.008164349056,0.008787427761173,0.009449723906067,0.010155353073945,0.010926099377636,0.011747121483341,0.012621006474599,0.010951866192413,0.011615631706796,0.012324201683607,0.013067082554882,0.013846006941299,0.014662688598923,0.015521709762516,0.016431479332346,0.017387642490791,0.026490349557499,0.028592616215123,0.726130366806566
male,77,0.053814781823009,0.490817525516883,0.455367692660108,0.006193504177602,0.006684343772585,0.007205016839858,0.007776567070785,0.008383767423175,0.009029102642968,0.009716899228291,0.010449593293624,0.011251224520959,0.012105065650828,0.010517835115887,0.011168707030101,0.011850092175888,0.012578826670359,0.013342820967906,0.014143712584571,0.014985966930967,0.015872068296665,0.016810158763291,0.025631960719395,0.027687295343278,0.736615470781019
male,78,0.052716133191072,0.484322566958031,0.462961299850896,0.005868184630807,0.00634701030588,0.006854898056254,0.007393893336743,0.007986065898926,0.008615272198191,0.009286075840007,0.010001037744899,0.010762599343175,0.011597312234265,0.010091244464302,0.010730115170198,0.011398814478022,0.012098900126691,0.012848959052579,0.013635116455231,0.014461926304965,0.015331584965651,0.016246864998948,0.024795462095144,0.026806395412116,0.746842266887008
male,79,0.051904875837704,0.480692791342124,0.467402332820172,0.005547022426578,0.006013947529644,0.006509448586073,0.007035275352994,0.007593553982215,0.008207399435396,0.008861972108087,0.009559956996347,0.010303937327324,0.011096378687291,0.009670885520848,0.010298513095685,0.010955402557869,0.011642982009502,0.012362779288292,0.013135216117224,0.013947691520932,0.014802273097735,0.01570151554721,0.023978749850123,0.02594728415142,0.756827814811212
male,80,0.039532191981089,0.515348485600409,0.445119322418502,0.004932897302478,0.005362100929633,0.005817930556653,0.006301845968488,0.006815622653744,0.007361346711574,0.007964070529186,0.008607039702917,0.009292810068993,0.010023841680519,0.008730446809018,0.009312456489243,0.009921659629736,0.010559224316567,0.011226537806685,0.011924960392684,0.012678830854809,0.013471829685104,0.014306253282028,0.021870756651809,0.023681975008378,0.779835562969755
male,81,0.039229340755863,0.511513609767318,0.44925704947682,0.004690744048126,0.005054224184962,0.005498482430746,0.005970430205354,0.006471652968351,0.007004057231819,0.007570656213489,0.008198507904963,0.008868575963673,0.009583432600971,0.008360925401376,0.008912025421434,0.00951118769524,0.01013826477936,0.010794461325765,0.01148116044019,0.012205920993942,0.012986837589181,0.013808594791801,0.021134805264138,0.022909553764371,0.788845498780748
male,82,0.039176033529345,0.510701359043678,0.450122607426977,0.004453529035227,0.004806905200051,0.005181563337125,0.005641567038804,0.006130378434612,0.006649714352115,0.007202514105045,0.007791154948737,0.008445679673557,0.009144538354206,0.007992769160251,0.008534357631451,0.009101182354721,0.009718077270814,0.010363614547168,0.011039012303219,0.011752377568992,0.012505738164548,0.013315916034238,0.020407756079679,0.022148069205121,0.79767358520032
male,83,0.039063047407506,0.508957076326591,0.451979876265904,0.004220011806305,0.00456408465399,0.004928529351096,0.005314848535311,0.005791295528728,0.006297724062928,0.006836935844545,0.007411254594853,0.008023196550989,0.008706058432115,0.007624983828997,0.008157119329546,0.00871431755796,0.009297285483897,0.009932361147222,0.010596805633621,0.011299067785061,0.012041401926683,0.012826128145196,0.019686472818233,0.021394185809738,0.806335931172988
male,84,0.038926539857565,0.506900846587718,0.454172613554717,0.003988808786643,0.004324825650908,0.00467980756478,0.005055795025481,0.005454277909508,0.005947896422344,0.006473726269806,0.007033910582355,0.007631002049613,0.008267641619539,0.007257156563822,0.00777981100982,0.008327416482267,0.008900556035309,0.009499975553227,0.010153559758941,0.010844964956847,0.011576457260617,0.012350621349322,0.018969021986991,0.020645820017542,0.81483694714432
male,85,0.025251332269403,0.524164479802725,0.450584187927872,0.003307372310527,0.003597210962339,0.003902239067218,0.004224620978388,0.004566070603817,0.004927887803723,0.005378958378222,0.005859675640554,0.006372152510807,0.006918847351106,0.006064025377304,0.006515586971749,0.006989095595727,0.007484954246336,0.008003653918425,0.008545923335704,0.009144927014961,0.009779366432283,0.010451580751596,0.016079809250604,0.017511640925572,0.844374400573038
male,86,0.024773000949284,0.521660131905855,0.453566867144861,0.003199864968539,0.003493639788256,0.003801593993048,0.004126020773405,0.004469048757871,0.004832358496148,0.005219034521196,0.005702149817972,0.006217299941657,0.006766948923328,0.005944079369943,0.00637736638364,0.006856786241774,0.007359234279574,0.00788504432216,0.008434756033398,0.009018546843562,0.009663129885962,0.010347058518168,0.015948666061915,0.017398852250916,0.846938519827569
male,87,0.024106885613269,0.51624524504636,0.459647869340371,0.003083434935697,0.003381117225156,0.003692922252692,0.004020297213838,0.004365529036154,0.004730705012482,0.00511938983436,0.005533072329272,0.006050984527775,0.006603623607425,0.005814717844027,0.006252728072047,0.00671334911307,0.007222392733861,0.007755462904459,0.008312891040792,0.008905524484316,0.009536168432787,0.010232165028053,0.015803529417161,0.01727293930015,0.849597055654427
male,88,0.023474043966413,0.512389695079729,0.464136260953858,0.002959198956322,0.003259677148232,0.003575327296469,0.003906481612499,0.004254709851671,0.004622290388898,0.005013370570914,0.005429683088236,0.005872771938567,0.006428572497884,0.005675856050767,0.006118408127897,0.006584359972275,0.007074162660103,0.007614523930341,0.008179837834438,0.008781648547065,0.009422822932323,0.010107147503488,0.015644491619539,0.017134004902877,0.852340652569196
male,89,0.02275913547008,0.507263128115124,0.469977736414795,0.002828864406015,0.003130124315318,0.003448620141936,0.003783555139911,0.004135488417993,0.004506123474357,0.004900041543831,0.005319372428681,0.005765801077751,0.006240958095241,0.005527003532104,0.005974048944056,0.006445015243788,0.006940844177694,0.007461566619303,0.008034790911619,0.008645963114526,0.009298020678916,0.009994987841638,0.01547146795848,0.016981691943416,0.855165649993428
male,90,0.021510440192434,0.490066199238784,0.488423360568782,0.002375772795127,0.002639867443787,0.002921596925304,0.003219481673959,0.003533067710994,0.003863067633715,0.004213356053983,0.004586065747296,0.004983005112102,0.005405620096965,0.004732682404162,0.005131074267763,0.005550589886222,0.005992748116972,0.006457891192375,0.006945684021842,0.007492886982855,0.008077612068236,0.008703644842118,0.013503946708036,0.014821425169556,0.87484891314663
male,91,0.020771960517862,0.483843927852854,0.495384111629284,0.002254738281337,0.00251460886576,0.002795086384549,0.003094002710034,0.00341009773341,0.003743191269847,0.004096704016503,0.004472583162424,0.004872940233729,0.005299473755206,0.004650271386281,0.004983147734374,0.005407016070204,0.005853741240795,0.006324440299066,0.006818842918817,0.007348840776681,0.007943275120552,0.008580842825868,0.013346991328497,0.014683240320439,0.877505923565628
male,92,0.020034772048958,0.477005704578359,0.502959523372683,0.00213303694202,0.002386736998812,0.002663461399873,0.002961531062901,0.00327889596516,0.003614538892946,0.003971283946128,0.004350579527387,0.004754542419104,0.005185206466024,0.004561687415318,0.004899499260617,0.005253298267063,0.005704818016897,0.006180868750092,0.006681844468095,0.007220330882217,0.007799019972904,0.008448417331725,0.013176837564236,0.014532459199625,0.880241105250859
male,93,0.019343173828445,0.471316592775741,0.509340233395814,0.002007379714945,0.002256560258464,0.002527449615119,0.002822197348887,0.003139062617083,0.003476129005626,0.003835587990204,0.004218199960344,0.004625759058985,0.005060502223423,0.004464760880208,0.004807984959145,0.005167232020657,0.005543710908003,0.006025197580322,0.006532681039794,0.007080075535952,0.007669574341845,0.008305857570947,0.012992690661271,0.014368232626488,0.883073174082292
male,94,0.01854829075275,0.463488328703669,0.517963380543582,0.001876415084571,0.002120997303176,0.002387168870401,0.002676339923518,0.002990231886278,0.003327039094528,0.003688163086181,0.004073553731086,0.004484439562689,0.004922941122907,0.004357181175461,0.004705974027568,0.005071125666132,0.005453475702863,0.005854524517182,0.006368405497321,0.006925092403203,0.007526549450981,0.00817657622514,0.01279408882224,0.014190049079442,0.886029667767132
male,95,0.017626816138734,0.452936959085342,0.529436224775924,0.001561809867938,0.001776613521524,0.002010822427842,0.00226586819624,0.002542780237505,0.002842673791611,0.003166894665717,0.003514464394536,0.003885763425242,0.004282341269401,0.003803479720322,0.00412129821892,0.004454518386151,0.0048033609852,0.005168936638913,0.005552832406277,0.006060651230399,0.006612338208705,0.007210093248631,0.011320693180514,0.012556080117589,0.900485685860823
male,96,0.016695007505613,0.44255698495871,0.540748007535677,0.001436810709514,0.001646054511301,0.001874872434827,0.002124781551775,0.002397097884113,0.002692587370824,0.003015067097377,0.003363354284047,0.003736786871858,0.004136248147909,0.003688114716263,0.004010543149982,0.004349241499613,0.004704297852886,0.005076141105139,0.005466343277368,0.005883111267537,0.00644599854527,0.007059765470589,0.011130778815475,0.012387572081667,0.903374431354665
male,97,0.01573758011781,0.431906337493386,0.552356082388804,0.001312551726276,0.001515563006841,0.001738409138955,0.001982600055189,0.002249739037916,0.002541014914826,0.002860203257553,0.003208077724514,0.003583532281553,0.003986340192568,0.003570180037732,0.003897718060194,0.004242273457429,0.004604160344733,0.004983520468702,0.005381204059676,0.005806348265132,0.006261904218139,0.006891700599219,0.010920520739585,0.012204051821551,0.906258386591719
male,98,0.014668373323683,0.418140060447927,0.56719156622839,0.001190987678024,0.001387155149072,0.001603481068919,0.001841488595311,0.002102814938653,0.002389162048408,0.002705007616227,0.00305119941308,0.003428073461999,0.003834737867886,0.003451715516476,0.003785265360031,0.004136512301765,0.004505984481308,0.004893903423325,0.005300707353729,0.005735586004207,0.006202483210705,0.00670444844318,0.010682973692561,0.01199897490721,0.909067337467923
male,99,0.013638161802495,0.405194589116884,0.581167249080621,0.001074260858244,0.001263107391226,0.001472523284573,0.001704030286191,0.001959313456747,0.002240157332072,0.002551921538321,0.002896282149955,0.003273788620862,0.003684438301203,0.003335360378621,0.003676324699221,0.004035674697935,0.004414100470575,0.004811928676822,0.005229493135979,0.005676258683294,0.006156121057142,0.006673710670166,0.010416439756332,0.011764931093475,0.911689833461045
