age,sex,i,prev,f,r,DR
0,female,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.35744183508247101555
0,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
1,female,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.35744183508247101555
1,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
2,female,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.35744183508247101555
2,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
3,female,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.35744183508247101555
3,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
4,female,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.35744183508247101555
4,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
5,female,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.35744183508247101555
5,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
6,female,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.35744183508247101555
6,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
7,female,0.00000000000000000000,0.00000000000000000000,0.00000100000000000000,0.00000000000000000000,0.35744183508247101555
7,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
8,female,0.00000000000000000000,0.00000000000000000000,0.00000200000000000000,0.00000000000000000000,0.35744183508247101555
8,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
9,female,0.00000000000000000000,0.00000000000000000000,0.00000400000000000000,0.00000100000000000000,0.35744183508247101555
9,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
10,female,0.00000000000000000000,0.00000000000000000000,0.00000600000000000000,0.00000100000000000000,0.35744183508247101555
10,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
11,female,0.00000000000000000000,0.00000000000000000000,0.00000900000000000000,0.00000200000000000000,0.35744183508247101555
11,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
12,female,0.00000000000000000000,0.00000000000000000000,0.00001300000000000000,0.00000300000000000000,0.35744183508247101555
12,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
13,female,0.00000000000000000000,0.00000000000000000000,0.00001700000000000000,0.00000400000000000000,0.35744183508247101555
13,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
14,female,0.00000000000000000000,0.00000000000000000000,0.00002100000000000000,0.00000500000000000000,0.35744183508247101555
14,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
15,female,0.00000000000000000000,0.00000000000000000000,0.00002400000000000000,0.00000700000000000000,0.35744183508247101555
15,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
16,female,0.00000000000000000000,0.00000000000000000000,0.00002700000000000000,0.00000800000000000000,0.35744183508247101555
16,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
17,female,0.00000000000000000000,0.00000000000000000000,0.00003000000000000000,0.00000900000000000000,0.35744183508247101555
17,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
18,female,0.00000000000000000000,0.00000000000000000000,0.00003300000000000000,0.00001100000000000000,0.35744183508247101555
18,male,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.36186149895679597943
19,female,0.00000000000000000000,0.00000000000000000000,0.00005700000000000000,0.00001200000000000000,0.35744183508247101555
19,male,0.00000000000000000000,0.00000000000000000000,0.00000800000000000000,0.00000200000000000000,0.36186149895679597943
20,female,0.00000000000000000000,0.00000000000000000000,0.00010300000000000000,0.00001400000000000000,0.35744183508247101555
20,male,0.00000000000000000000,0.00000000000000000000,0.00002500000000000000,0.00000600000000000000,0.36186149895679597943
21,female,0.00000100000000000000,0.00001200000000000000,0.00017100000000000001,0.00001600000000000000,0.35744183508247101555
21,male,0.00000000000000000000,0.00000000000000000000,0.00005100000000000000,0.00001100000000000000,0.36186149895679597943
22,female,0.00000200000000000000,0.00001400000000000000,0.00026100000000000000,0.00001800000000000000,0.35744183508247101555
22,male,0.00000100000000000000,0.00000100000000000000,0.00008500000000000001,0.00001900000000000000,0.36186149895679597943
23,female,0.00000200000000000000,0.00001600000000000000,0.00037300000000000001,0.00002100000000000000,0.35744183508247101555
23,male,0.00000100000000000000,0.00000200000000000000,0.00012700000000000000,0.00002800000000000000,0.36186149895679597943
24,female,0.00000300000000000000,0.00001800000000000000,0.00050799999999999999,0.00002400000000000000,0.35744183508247101555
24,male,0.00000100000000000000,0.00000300000000000000,0.00017799999999999999,0.00003900000000000000,0.36186149895679597943
25,female,0.00000400000000000000,0.00002200000000000000,0.00465600000000000042,0.00268300000000000005,0.35744183508247101555
25,male,0.00000200000000000000,0.00000400000000000000,0.01008299999999999995,0.00207900000000000012,0.36186149895679597943
26,female,0.00000500000000000000,0.00002600000000000000,0.01279800000000000035,0.00799700000000000064,0.35744183508247101555
26,male,0.00000200000000000000,0.00000600000000000000,0.02983299999999999841,0.00614600000000000042,0.36186149895679597943
27,female,0.00000600000000000000,0.00003100000000000000,0.02493099999999999830,0.01596699999999999856,0.35744183508247101555
27,male,0.00000300000000000000,0.00000800000000000000,0.05942900000000000266,0.01223899999999999988,0.36186149895679597943
28,female,0.00000700000000000000,0.00003600000000000000,0.04105700000000000321,0.02659399999999999958,0.35744183508247101555
28,male,0.00000300000000000000,0.00001100000000000000,0.09886999999999999955,0.02035899999999999863,0.36186149895679597943
29,female,0.00000900000000000000,0.00004100000000000000,0.06117600000000000121,0.03987600000000000172,0.35744183508247101555
29,male,0.00000400000000000000,0.00001200000000000000,0.14815600000000000991,0.03050599999999999840,0.36186149895679597943
30,female,0.00001000000000000000,0.00004500000000000000,0.08528700000000000170,0.05581300000000000150,0.35744183508247101555
30,male,0.00000400000000000000,0.00001300000000000000,0.20728800000000000003,0.04267900000000000166,0.36186149895679597943
31,female,0.00001100000000000000,0.00004800000000000000,0.10803200000000000303,0.07462599999999999789,0.35744183508247101555
31,male,0.00000500000000000000,0.00001400000000000000,0.26306099999999998929,0.05462499999999999994,0.36186149895679597943
32,female,0.00001300000000000000,0.00005000000000000000,0.12541900000000000270,0.09365700000000000414,0.35744183508247101555
32,male,0.00000600000000000000,0.00001500000000000000,0.30563099999999998602,0.06431599999999999817,0.36186149895679597943
33,female,0.00001500000000000000,0.00005200000000000000,0.13744799999999998685,0.11290699999999999348,0.35744183508247101555
33,male,0.00000700000000000000,0.00001500000000000000,0.33499800000000001798,0.07175299999999999734,0.36186149895679597943
34,female,0.00001700000000000000,0.00005400000000000000,0.14411999999999999811,0.13237499999999999267,0.35744183508247101555
34,male,0.00000900000000000000,0.00001700000000000000,0.35116000000000002768,0.07693600000000000438,0.36186149895679597943
