age,sex,i,prev,f,r,DR
0,female,0.00000000000000000000,0.00000000000000000000,0.00004000000000000000,0.00001300000000000000,0.36394500586785899499
0,male,0.00000000000000000000,0.00000000000000000000,0.00000600000000000000,0.00005300000000000000,0.53193056080956502285
1,female,0.00000000000000000000,0.00000000000000000000,0.00004000000000000000,0.00001300000000000000,0.36394500586785899499
1,male,0.00000000000000000000,0.00000000000000000000,0.00000600000000000000,0.00005300000000000000,0.53193056080956502285
2,female,0.00000000000000000000,0.00000000000000000000,0.00004200000000000000,0.00001300000000000000,0.36394500586785899499
2,male,0.00000000000000000000,0.00000000000000000000,0.00000800000000000000,0.00005300000000000000,0.53193056080956502285
3,female,0.00000000000000000000,0.00000000000000000000,0.00004500000000000000,0.00001600000000000000,0.36394500586785899499
3,male,0.00000000000000000000,0.00000000000000000000,0.00001400000000000000,0.00005100000000000000,0.53193056080956502285
4,female,0.00000000000000000000,0.00000000000000000000,0.00004800000000000000,0.00001800000000000000,0.36394500586785899499
4,male,0.00000000000000000000,0.00000000000000000000,0.00002000000000000000,0.00004900000000000000,0.53193056080956502285
5,female,0.00000000000000000000,0.00000000000000000000,0.00005200000000000000,0.00002100000000000000,0.36394500586785899499
5,male,0.00000000000000000000,0.00000000000000000000,0.00002600000000000000,0.00004700000000000000,0.53193056080956502285
6,female,0.00000000000000000000,0.00000000000000000000,0.00005600000000000000,0.00002500000000000000,0.36394500586785899499
6,male,0.00000000000000000000,0.00000000000000000000,0.00003500000000000000,0.00004400000000000000,0.53193056080956502285
7,female,0.00000000000000000000,0.00000000000000000000,0.00006100000000000000,0.00002700000000000000,0.36394500586785899499
7,male,0.00000000000000000000,0.00000000000000000000,0.00004200000000000000,0.00004100000000000000,0.53193056080956502285
8,female,0.00000000000000000000,0.00000000000000000000,0.00006400000000000000,0.00002900000000000000,0.36394500586785899499
8,male,0.00000000000000000000,0.00000000000000000000,0.00004900000000000000,0.00003800000000000000,0.53193056080956502285
9,female,0.00000000000000000000,0.00000000000000000000,0.00006600000000000001,0.00003000000000000000,0.36394500586785899499
9,male,0.00000000000000000000,0.00000000000000000000,0.00005300000000000000,0.00003500000000000000,0.53193056080956502285
10,female,0.00000000000000000000,0.00000000000000000000,0.00006800000000000000,0.00003000000000000000,0.36394500586785899499
10,male,0.00000000000000000000,0.00000000000000000000,0.00005600000000000000,0.00003200000000000000,0.53193056080956502285
11,female,0.00000000000000000000,0.00000000000000000000,0.00006800000000000000,0.00002800000000000000,0.36394500586785899499
11,male,0.00000000000000000000,0.00000000000000000000,0.00005700000000000000,0.00002900000000000000,0.53193056080956502285
12,female,0.00000000000000000000,0.00000000000000000000,0.00006800000000000000,0.00002600000000000000,0.36394500586785899499
12,male,0.00000000000000000000,0.00000000000000000000,0.00005700000000000000,0.00002600000000000000,0.53193056080956502285
13,female,0.00000000000000000000,0.00000000000000000000,0.00006900000000000000,0.00002500000000000000,0.36394500586785899499
13,male,0.00000000000000000000,0.00000000000000000000,0.00005800000000000000,0.00002500000000000000,0.53193056080956502285
14,female,0.00000000000000000000,0.00000000000000000000,0.00007300000000000000,0.00002700000000000000,0.36394500586785899499
14,male,0.00000000000000000000,0.00000000000000000000,0.00006100000000000000,0.00002800000000000000,0.53193056080956502285
15,female,0.00000000000000000000,0.00000000000000000000,0.00008000000000000001,0.00003200000000000000,0.36394500586785899499
15,male,0.00000000000000000000,0.00000000000000000000,0.00006700000000000000,0.00003200000000000000,0.53193056080956502285
16,female,0.00000000000000000000,0.00000000000000000000,0.00008899999999999999,0.00004000000000000000,0.36394500586785899499
16,male,0.00000000000000000000,0.00000000000000000000,0.00007600000000000000,0.00004000000000000000,0.53193056080956502285
17,female,0.00000000000000000000,0.00000000000000000000,0.00010100000000000000,0.00005100000000000000,0.36394500586785899499
17,male,0.00000000000000000000,0.00000000000000000000,0.00008800000000000000,0.00005000000000000000,0.53193056080956502285
18,female,0.00000000000000000000,0.00000000000000000000,0.00011600000000000000,0.00006499999999999999,0.36394500586785899499
18,male,0.00000000000000000000,0.00000000000000000000,0.00010300000000000000,0.00006300000000000000,0.53193056080956502285
19,female,0.00000000000000000000,0.00000000000000000000,0.00015699999999999999,0.00009800000000000000,0.36394500586785899499
19,male,0.00000000000000000000,0.00000000000000000000,0.00013999999999999999,0.00009500000000000001,0.53193056080956502285
20,female,0.00000000000000000000,0.00000000000000000000,0.00021900000000000001,0.00014700000000000000,0.36394500586785899499
20,male,0.00000000000000000000,0.00000000000000000000,0.00019799999999999999,0.00014200000000000001,0.53193056080956502285
21,female,0.00000000000000000000,0.00000000000000000000,0.00030499999999999999,0.00021300000000000000,0.36394500586785899499
21,male,0.00000000000000000000,0.00000000000000000000,0.00027700000000000001,0.00020500000000000000,0.53193056080956502285
22,female,0.00000000000000000000,0.00000000000000000000,0.00041300000000000001,0.00029500000000000001,0.36394500586785899499
22,male,0.00000000000000000000,0.00000000000000000000,0.00037599999999999998,0.00028400000000000002,0.53193056080956502285
23,female,0.00000000000000000000,0.00000000000000000000,0.00054299999999999997,0.00039300000000000001,0.36394500586785899499
23,male,0.00000000000000000000,0.00000000000000000000,0.00049500000000000000,0.00037900000000000000,0.53193056080956502285
24,female,0.00000000000000000000,0.00000000000000000000,0.00069600000000000000,0.00050699999999999996,0.36394500586785899499
24,male,0.00000000000000000000,0.00000000000000000000,0.00063500000000000004,0.00048999999999999998,0.53193056080956502285
25,female,0.00000000000000000000,0.00000000000000000000,0.01405099999999999925,0.00411599999999999987,0.36394500586785899499
