age,sex,i,prev,f,r,DR
0,female,0.00000000000000000000,0.00000000000000000000,0.00000600000000000000,0.00000600000000000000,0.22482880213063100028
0,male,0.00000000000000000000,0.00000000000000000000,0.00003300000000000000,0.00001300000000000000,0.13528978128264498859
1,female,0.00000000000000000000,0.00000000000000000000,0.00000600000000000000,0.00000600000000000000,0.22482880213063100028
1,male,0.00000000000000000000,0.00000000000000000000,0.00003300000000000000,0.00001300000000000000,0.13528978128264498859
2,female,0.00000000000000000000,0.00000000000000000000,0.00000700000000000000,0.00000700000000000000,0.22482880213063100028
2,male,0.00000000000000000000,0.00000000000000000000,0.00003400000000000000,0.00001400000000000000,0.13528978128264498859
3,female,0.00000000000000000000,0.00000000000000000000,0.00000800000000000000,0.00000800000000000000,0.22482880213063100028
3,male,0.00000000000000000000,0.00000000000000000000,0.00003700000000000000,0.00001600000000000000,0.13528978128264498859
4,female,0.00000000000000000000,0.00000000000000000000,0.00001000000000000000,0.00000900000000000000,0.22482880213063100028
4,male,0.00000000000000000000,0.00000000000000000000,0.00003900000000000000,0.00001900000000000000,0.13528978128264498859
5,female,0.00000000000000000000,0.00000000000000000000,0.00001200000000000000,0.00001000000000000000,0.22482880213063100028
5,male,0.00000000000000000000,0.00000000000000000000,0.00004300000000000000,0.00002100000000000000,0.13528978128264498859
6,female,0.00000000000000000000,0.00000000000000000000,0.00001400000000000000,0.00001200000000000000,0.22482880213063100028
6,male,0.00000000000000000000,0.00000000000000000000,0.00004700000000000000,0.00002400000000000000,0.13528978128264498859
7,female,0.00000000000000000000,0.00000000000000000000,0.00001600000000000000,0.00001400000000000000,0.22482880213063100028
7,male,0.00000000000000000000,0.00000000000000000000,0.00005000000000000000,0.00002700000000000000,0.13528978128264498859
8,female,0.00000000000000000000,0.00000000000000000000,0.00001800000000000000,0.00001400000000000000,0.22482880213063100028
8,male,0.00000000000000000000,0.00000000000000000000,0.00005300000000000000,0.00002900000000000000,0.13528978128264498859
9,female,0.00000000000000000000,0.00000000000000000000,0.00001900000000000000,0.00001500000000000000,0.22482880213063100028
9,male,0.00000000000000000000,0.00000000000000000000,0.00005500000000000000,0.00003000000000000000,0.13528978128264498859
10,female,0.00000000000000000000,0.00000000000000000000,0.00001900000000000000,0.00001400000000000000,0.22482880213063100028
10,male,0.00000000000000000000,0.00000000000000000000,0.00005600000000000000,0.00003000000000000000,0.13528978128264498859
11,female,0.00000000000000000000,0.00000000000000000000,0.00001900000000000000,0.00001400000000000000,0.22482880213063100028
11,male,0.00000000000000000000,0.00000000000000000000,0.00005600000000000000,0.00002800000000000000,0.13528978128264498859
12,female,0.00000000000000000000,0.00000000000000000000,0.00001800000000000000,0.00001200000000000000,0.22482880213063100028
12,male,0.00000000000000000000,0.00000000000000000000,0.00005500000000000000,0.00002600000000000000,0.13528978128264498859
13,female,0.00000000000000000000,0.00000000000000000000,0.00001800000000000000,0.00001100000000000000,0.22482880213063100028
13,male,0.00000000000000000000,0.00000000000000000000,0.00005300000000000000,0.00002300000000000000,0.13528978128264498859
14,female,0.00000000000000000000,0.00000000000000000000,0.00001700000000000000,0.00000900000000000000,0.22482880213063100028
14,male,0.00000000000000000000,0.00000000000000000000,0.00005100000000000000,0.00002000000000000000,0.13528978128264498859
15,female,0.00000000000000000000,0.00000000000000000000,0.00001700000000000000,0.00000800000000000000,0.22482880213063100028
15,male,0.00000000000000000000,0.00000000000000000000,0.00004800000000000000,0.00001800000000000000,0.13528978128264498859
16,female,0.00000000000000000000,0.00000000000000000000,0.00001700000000000000,0.00000700000000000000,0.22482880213063100028
16,male,0.00000000000000000000,0.00000000000000000000,0.00004600000000000000,0.00001600000000000000,0.13528978128264498859
17,female,0.00000000000000000000,0.00000000000000000000,0.00001700000000000000,0.00000700000000000000,0.22482880213063100028
17,male,0.00000000000000000000,0.00000000000000000000,0.00004400000000000000,0.00001400000000000000,0.13528978128264498859
18,female,0.00000000000000000000,0.00000000000000000000,0.00001800000000000000,0.00000600000000000000,0.22482880213063100028
18,male,0.00000000000000000000,0.00000000000000000000,0.00004100000000000000,0.00001200000000000000,0.13528978128264498859
19,female,0.00000000000000000000,0.00000000000000000000,0.00001900000000000000,0.00000700000000000000,0.22482880213063100028
19,male,0.00000000000000000000,0.00000000000000000000,0.00003800000000000000,0.00001500000000000000,0.13528978128264498859
20,female,0.00000000000000000000,0.00000000000000000000,0.00001900000000000000,0.00000700000000000000,0.22482880213063100028
20,male,0.00000000000000000000,0.00000000000000000000,0.00003600000000000000,0.00002400000000000000,0.13528978128264498859
21,female,0.00002000000000000000,0.00008100000000000000,0.00001900000000000000,0.00000800000000000000,0.22482880213063100028
21,male,0.00000900000000000000,0.00003400000000000000,0.00003400000000000000,0.00003700000000000000,0.13528978128264498859
22,female,0.00002100000000000000,0.00010200000000000000,0.00001900000000000000,0.00000900000000000000,0.22482880213063100028
22,male,0.00001000000000000000,0.00004400000000000000,0.00003100000000000000,0.00005600000000000000,0.13528978128264498859
23,female,0.00002000000000000000,0.00012300000000000001,0.00001800000000000000,0.00001100000000000000,0.22482880213063100028
23,male,0.00001000000000000000,0.00005300000000000000,0.00002900000000000000,0.00008000000000000001,0.13528978128264498859
24,female,0.00001800000000000000,0.00014200000000000001,0.00001700000000000000,0.00001300000000000000,0.22482880213063100028
24,male,0.00001000000000000000,0.00006300000000000000,0.00002700000000000000,0.00010800000000000000,0.13528978128264498859
25,female,0.00001800000000000000,0.00015899999999999999,0.00001600000000000000,0.00850899999999999920,0.22482880213063100028
