age,sex,excess_mortality,disability_rate
0,female,0.00052153084000200001,0.00067955907301299999
0,male,0.00050243830353200001,0.00097832515575300007
1,female,0.00002404135112393320,0.00056250154101599999
1,male,0.00002268345242145850,0.00055891996730300002
2,female,0.00002404135112393320,0.00056250154101599999
2,male,0.00002268345242145850,0.00055891996730300002
3,female,0.00002404135112393320,0.00056250154101599999
3,male,0.00002268345242145850,0.00055891996730300002
4,female,0.00002404135112393320,0.00056250154101599999
4,male,0.00002268345242145850,0.00055891996730300002
5,female,0.00000000000000000000,0.00022256805179100001
5,male,0.00000000000000000000,0.00018463307542399999
6,female,0.00000000000000000000,0.00022256805179100001
6,male,0.00000000000000000000,0.00018463307542399999
7,female,0.00000000000000000000,0.00022256805179100001
7,male,0.00000000000000000000,0.00018463307542399999
8,female,0.00000000000000000000,0.00022256805179100001
8,male,0.00000000000000000000,0.00018463307542399999
9,female,0.00000000000000000000,0.00022256805179100001
9,male,0.00000000000000000000,0.00018463307542399999
10,female,0.00000000000000000000,0.00008106854126410360
10,male,0.00000000000000000000,0.00018574247771699999
11,female,0.00000000000000000000,0.00008106854126410360
11,male,0.00000000000000000000,0.00018574247771699999
12,female,0.00000000000000000000,0.00008106854126410360
12,male,0.00000000000000000000,0.00018574247771699999
13,female,0.00000000000000000000,0.00008106854126410360
13,male,0.00000000000000000000,0.00018574247771699999
14,female,0.00000000000000000000,0.00008106854126410360
14,male,0.00000000000000000000,0.00018574247771699999
15,female,0.00000000000000000000,0.00026621593895399999
15,male,0.00000000000000000000,0.00018453439428599999
16,female,0.00000000000000000000,0.00026621593895399999
16,male,0.00000000000000000000,0.00018453439428599999
17,female,0.00000000000000000000,0.00026621593895399999
17,male,0.00000000000000000000,0.00018453439428599999
18,female,0.00000000000000000000,0.00026621593895399999
18,male,0.00000000000000000000,0.00018453439428599999
19,female,0.00000000000000000000,0.00026621593895399999
19,male,0.00000000000000000000,0.00018453439428599999
20,female,0.00000000000000000000,0.00029759855244699998
20,male,0.00000000000000000000,0.00024012705099200001
21,female,0.00000000000000000000,0.00029759855244699998
21,male,0.00000000000000000000,0.00024012705099200001
22,female,0.00000000000000000000,0.00029759855244699998
22,male,0.00000000000000000000,0.00024012705099200001
23,female,0.00000000000000000000,0.00029759855244699998
23,male,0.00000000000000000000,0.00024012705099200001
24,female,0.00000000000000000000,0.00029759855244699998
24,male,0.00000000000000000000,0.00024012705099200001
25,female,0.00000000000000000000,0.00031679143152299997
25,male,0.00000000000000000000,0.00031180865151100000
26,female,0.00000000000000000000,0.00031679143152299997
26,male,0.00000000000000000000,0.00031180865151100000
27,female,0.00000000000000000000,0.00031679143152299997
27,male,0.00000000000000000000,0.00031180865151100000
28,female,0.00000000000000000000,0.00031679143152299997
28,male,0.00000000000000000000,0.00031180865151100000
29,female,0.00000000000000000000,0.00031679143152299997
29,male,0.00000000000000000000,0.00031180865151100000
30,female,0.00000000000000000000,0.00028665489480699999
30,male,0.00000000000000000000,0.00023244270549599999
31,female,0.00000000000000000000,0.00028665489480699999
31,male,0.00000000000000000000,0.00023244270549599999
32,female,0.00000000000000000000,0.00028665489480699999
32,male,0.00000000000000000000,0.00023244270549599999
33,female,0.00000000000000000000,0.00028665489480699999
33,male,0.00000000000000000000,0.00023244270549599999
34,female,0.00000000000000000000,0.00028665489480699999
34,male,0.00000000000000000000,0.00023244270549599999
35,female,0.00000000000000000000,0.00029673217977599999
35,male,0.00000000000000000000,0.00029644728671400001
36,female,0.00000000000000000000,0.00029673217977599999
36,male,0.00000000000000000000,0.00029644728671400001
37,female,0.00000000000000000000,0.00029673217977599999
