age,sex,i,prev,f,r,DR
0,female,0.00003707600000000000,0.00103521300000000011,0.00000614300000000000,0.00000000000000000000,0.10477250631168300021
0,male,0.00000000000000000000,0.00000000000000000000,0.00000600000000000000,0.00000000000000000000,0.10460923198122500100
1,female,0.00003707600000000000,0.00107223699999999997,0.00000614300000000000,0.00000000000000000000,0.10477250631168300021
1,male,0.00000000000000000000,0.00000000000000000000,0.00000600000000000000,0.00000000000000000000,0.10460923198122500100
2,female,0.00004692400000000000,0.00111417799999999996,0.00000614300000000000,0.00000000000000000000,0.10477250631168300021
2,male,0.00000000000000000000,0.00000000000000000000,0.00009700000000000000,0.00000000000000000000,0.10460923198122500100
3,female,0.00007928200000000000,0.00117719399999999990,0.00000614300000000000,0.00000000000000000000,0.10477250631168300021
3,male,0.00000000000000000000,0.00000000000000000000,0.00039700000000000000,0.00000000000000000000,0.10460923198122500100
4,female,0.00010742000000000000,0.00127041599999999991,0.00000614300000000000,0.00000000000000000000,0.10477250631168300021
4,male,0.00000000000000000000,0.00000000000000000000,0.00065700000000000003,0.00000000000000000000,0.10460923198122500100
5,female,0.00014259200000000001,0.00139523699999999991,0.00000614300000000000,0.00000000000000000000,0.10477250631168300021
5,male,0.00000000000000000000,0.00000000000000000000,0.00098200000000000002,0.00000000000000000000,0.10460923198122500100
6,female,0.00018479799999999999,0.00155867000000000006,0.00000614200000000000,0.00000000000000000000,0.10477250631168300021
6,male,0.00000000000000000000,0.00000000000000000000,0.00137300000000000009,0.00000000000000000000,0.10460923198122500100
7,female,0.00022393200000000001,0.00176267400000000010,0.00000614200000000000,0.00000000000000000000,0.10477250631168300021
7,male,0.00000000000000000000,0.00000000000000000000,0.00175300000000000000,0.00000000000000000000,0.10460923198122500100
8,female,0.00025295899999999997,0.00200064600000000002,0.00000614200000000000,0.00000000000000000000,0.10477250631168300021
8,male,0.00000000000000000000,0.00000000000000000000,0.00205900000000000007,0.00000000000000000000,0.10460923198122500100
9,female,0.00027188000000000001,0.00226247800000000006,0.00000614200000000000,0.00000000000000000000,0.10477250631168300021
9,male,0.00000000000000000000,0.00000000000000000000,0.00228999999999999993,0.00000000000000000000,0.10460923198122500100
10,female,0.00028069400000000001,0.00253807200000000016,0.00000614200000000000,0.00000000000000000000,0.10477250631168300021
10,male,0.00000000000000000000,0.00000000000000000000,0.00244500000000000012,0.00000000000000000000,0.10460923198122500100
11,female,0.00027940099999999998,0.00281733700000000005,0.00000614200000000000,0.00000000000000000000,0.10477250631168300021
