age,gamma
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.20332999999999998
21,0.20332999999999998
22,0.20332999999999998
23,0.20332999999999998
24,0.20332999999999998
25,0.20332999999999998
26,0.20332999999999998
27,0.20332999999999998
28,0.20332999999999998
29,0.20332999999999998
30,0.20332999999999998
31,0.20332999999999998
32,0.20332999999999998
33,0.20332999999999998
34,0.20332999999999998
35,0.20332999999999998
36,0.20332999999999998
37,0.20332999999999998
38,0.20332999999999998
39,0.20332999999999998
40,0.20332999999999998
41,0.20332999999999998
42,0.20332999999999998
43,0.20332999999999998
44,0.20332999999999998
45,0.20332999999999998
46,0.20332999999999998
47,0.20332999999999998
48,0.20332999999999998
49,0.20332999999999998
50,0.20332999999999998
51,0.19714909599018898
52,0.191156081491904
53,0.18534524496707802
54,0.179711048499186
55,0.174248122515436
56,0.168951260669385
57,0.16381541487912302
58,0.158835690516289
59,0.154007341741326
60,0.149325766980547
61,0.14478650454067998
62,0.140385228356733
63,0.13611774386911
64,0.131979984026062
65,0.127968005407652
66,0.12407798446754599
67,0.12030621388905499
68,0.116649099051933
69,0.11310315460659301
70,0.10966500115245402
71,0.10633136201725998
72,0.10309906013430599
73,0.09996501501458999
74,0.096926239811007
75,0.093979838471787
76,0.093979838471787
77,0.093979838471787
78,0.093979838471787
79,0.093979838471787
80,0.093979838471787
81,0.093979838471787
82,0.093979838471787
83,0.093979838471787
84,0.093979838471787
85,0.093979838471787
86,0.093979838471787
87,0.093979838471787
88,0.093979838471787
89,0.093979838471787
90,0.093979838471787
91,0.093979838471787
92,0.093979838471787
93,0.093979838471787
94,0.093979838471787
95,0.093979838471787
96,0.093979838471787
97,0.093979838471787
98,0.093979838471787
99,0.093979838471787
100,0.093979838471787
101,0.093979838471787
102,0.093979838471787
103,0.093979838471787
104,0.093979838471787
105,0.093979838471787
106,0.093979838471787
107,0.093979838471787
108,0.093979838471787
109,0.093979838471787
110,0.093979838471787
