age,gamma
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.15637
21,0.15637
22,0.15637
23,0.15637
24,0.15637
25,0.15637
26,0.15637
27,0.15637
28,0.15637
29,0.15637
30,0.15637
31,0.15637
32,0.15637
33,0.15637
34,0.15637
35,0.15637
36,0.15637
37,0.15637
38,0.15637
39,0.15637
40,0.15637
41,0.15637
42,0.15637
43,0.15637
44,0.15637
45,0.15637
46,0.15637
47,0.15637
48,0.15637
49,0.15637
50,0.15637
51,0.153174071033771
52,0.150043461258929
53,0.146976835665588
54,0.143972886529127
55,0.141030332852526
56,0.138147919820101
57,0.135324418262402
58,0.132558624132052
59,0.12984935799029101
60,0.127195464504025
61,0.12459581195314301
62,0.12204929174791301
63,0.119554817956233
64,0.117111326840555
65,0.114717776404261
66,0.11237314594732101
67,0.110076435631024
68,0.107826666051613
69,0.105622877822629
70,0.103464131165791
71,0.10134950551024001
72,0.09927809909997501
73,0.097249028609306
74,0.09526142876617698
75,0.09331445198317401
76,0.09331445198317401
77,0.09331445198317401
78,0.09331445198317401
79,0.09331445198317401
80,0.09331445198317401
81,0.09331445198317401
82,0.09331445198317401
83,0.09331445198317401
84,0.09331445198317401
85,0.09331445198317401
86,0.09331445198317401
87,0.09331445198317401
88,0.09331445198317401
89,0.09331445198317401
90,0.09331445198317401
91,0.09331445198317401
92,0.09331445198317401
93,0.09331445198317401
94,0.09331445198317401
95,0.09331445198317401
96,0.09331445198317401
97,0.09331445198317401
98,0.09331445198317401
99,0.09331445198317401
100,0.09331445198317401
101,0.09331445198317401
102,0.09331445198317401
103,0.09331445198317401
104,0.09331445198317401
105,0.09331445198317401
106,0.09331445198317401
107,0.09331445198317401
108,0.09331445198317401
109,0.09331445198317401
110,0.09331445198317401
