age,gamma
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.24228000000000002
21,0.24228000000000002
22,0.24228000000000002
23,0.24228000000000002
24,0.24228000000000002
25,0.24228000000000002
26,0.24228000000000002
27,0.24228000000000002
28,0.24228000000000002
29,0.24228000000000002
30,0.24228000000000002
31,0.24228000000000002
32,0.24228000000000002
33,0.24228000000000002
34,0.24228000000000002
35,0.24228000000000002
36,0.24228000000000002
37,0.24228000000000002
38,0.24228000000000002
39,0.24228000000000002
40,0.24228000000000002
41,0.24228000000000002
42,0.24228000000000002
43,0.24228000000000002
44,0.24228000000000002
45,0.24228000000000002
46,0.24228000000000002
47,0.24228000000000002
48,0.24228000000000002
49,0.24228000000000002
50,0.24228000000000002
51,0.22857721674532896
52,0.21564943047317697
53,0.20345280918884803
54,0.191945999931507
55,0.181089988565886
56,0.170847967503854
57,0.16118521090732799
58,0.15206895694942202
59,0.14346829673462197
60,0.13535406950137402
61,0.127698763751766
62,0.120476423973081
63,0.113662562634956
64,0.107234077163777
65,0.101169171612803
66,0.095447282762445
67,0.09004901040013301
68,0.08495605154339399
69,0.08015113838311799
70,0.075617979736597
71,0.071341205811854
72,0.067306316095961
73,0.06349963019067201
74,0.059908241428684006
75,0.056519973113239995
76,0.056519973113239995
77,0.056519973113239995
78,0.056519973113239995
79,0.056519973113239995
80,0.056519973113239995
81,0.056519973113239995
82,0.056519973113239995
83,0.056519973113239995
84,0.056519973113239995
85,0.056519973113239995
86,0.056519973113239995
87,0.056519973113239995
88,0.056519973113239995
89,0.056519973113239995
90,0.056519973113239995
91,0.056519973113239995
92,0.056519973113239995
93,0.056519973113239995
94,0.056519973113239995
95,0.056519973113239995
96,0.056519973113239995
97,0.056519973113239995
98,0.056519973113239995
99,0.056519973113239995
100,0.056519973113239995
101,0.056519973113239995
102,0.056519973113239995
103,0.056519973113239995
104,0.056519973113239995
105,0.056519973113239995
106,0.056519973113239995
107,0.056519973113239995
108,0.056519973113239995
109,0.056519973113239995
110,0.056519973113239995
