age,gamma
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.052502016666667
21,0.052502016666667
22,0.052502016666667
23,0.052502016666667
24,0.052502016666667
25,0.052502016666667
26,0.052502016666667
27,0.052502016666667
28,0.052502016666667
29,0.052502016666667
30,0.052502016666667
31,0.052502016666667
32,0.052502016666667
33,0.052502016666667
34,0.052502016666667
35,0.052502016666667
36,0.052502016666667
37,0.052502016666667
38,0.052502016666667
39,0.052502016666667
40,0.052502016666667
41,0.052502016666667
42,0.052502016666667
43,0.052502016666667
44,0.052502016666667
45,0.052502016666667
46,0.052502016666667
47,0.052502016666667
48,0.052502016666667
49,0.052502016666667
50,0.052502016666667
51,0.052502016666667
52,0.052502016666667
53,0.052502016666667
54,0.052502016666667
55,0.052502016666667
56,0.052502016666667
57,0.052502016666667
58,0.052502016666667
59,0.052502016666667
60,0.052502016666667
61,0.052502016666667
62,0.052502016666667
63,0.052502016666667
64,0.052502016666667
65,0.052502016666667
66,0.052502016666667
67,0.052502016666667
68,0.052502016666667
69,0.052502016666667
70,0.052502016666667
71,0.052502016666667
72,0.052502016666667
73,0.052502016666667
74,0.052502016666667
75,0.052502016666667
76,0.052502016666667
77,0.052502016666667
78,0.052502016666667
79,0.052502016666667
80,0.052502016666667
81,0.052502016666667
82,0.052502016666667
83,0.052502016666667
84,0.052502016666667
85,0.052502016666667
86,0.052502016666667
87,0.052502016666667
88,0.052502016666667
89,0.052502016666667
90,0.052502016666667
91,0.052502016666667
92,0.052502016666667
93,0.052502016666667
94,0.052502016666667
95,0.052502016666667
96,0.052502016666667
97,0.052502016666667
98,0.052502016666667
99,0.052502016666667
100,0.052502016666667
101,0.052502016666667
102,0.052502016666667
103,0.052502016666667
104,0.052502016666667
105,0.052502016666667
106,0.052502016666667
107,0.052502016666667
108,0.052502016666667
109,0.052502016666667
110,0.052502016666667
