age,sex,yes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,female,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,male,2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
20,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
21,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
21,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
22,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
22,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
23,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
23,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
24,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
24,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
25,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
25,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
26,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
26,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
27,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
27,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
28,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
28,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
29,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
29,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
30,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
30,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
31,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
31,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
32,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
32,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
33,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
33,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
34,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
34,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
35,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
35,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
36,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
36,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
37,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
37,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
38,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
38,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
39,female,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
39,male,2.14,2.14,2.0803508639528503,2.02382279758217,1.97025249465133,1.91948519372717,1.8713742310833401,1.8257806169974802,1.7825726342181998,1.7416254574416599,1.70282079269871,1.66604653561059,1.63119644752606,1.59816984860416,1.5668713269561898,1.5372104630063301,1.5091015682749098,1.48246343782943,1.45721911568832,1.43329567249968,1.4106239948526897,1.38913858561304,1.0
