sex,age,Weighted average ex-smoker RR (for all diseases combined),,,,,,,,,,,,,,,,,,,,
male,0,,,,,,,,,,,,,,,,,,,,,
male,1,,,,,,,,,,,,,,,,,,,,,
male,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
male,20,0.999999615047562,0.999999634751701,0.999999653447417,0.999999671186314,0.999999688017354,0.999999703986995,0.999999719139318,0.999999733516147,0.999999747157168,0.999999760100034,0.999999772380472,0.999999784032384,0.999999795087932,0.999999805577636,0.999999815530453,0.999999824973859,0.999999833933923,0.99999984243538,0.999999850501701,0.999999858155154,0.999999865416868
male,21,1.00000114079803,1.00000104209693,1.00000095238407,1.00000087083328,1.00000079669406,1.00000072928476,1.00000066798619,1.00000061223603,1.00000056152353,1.00000051538489,1.00000047339891,1.00000043518314,1.0000004003903,1.00000036870509,1.00000033984126,1.00000031353892,1.00000028956219,1.00000026769693,1.0000002477488,1.00000022954141,1.00000021291469
male,22,1.00000513101425,1.00000468534121,1.00000428019567,1.00000391186138,1.00000357696194,1.0000032724298,1.00000299547816,1.00000274357535,1.00000251442157,1.00000230592776,1.0000021161964,1.00000194350398,1.00000178628519,1.00000164311843,1.00000151271273,1.00000139389578,1.00000128560309,1.00000118686814,1.00000109681344,1.00000101464234,1.00000093963163
male,23,1.0000094298244,1.00000853494401,1.0000077258185,1.00000699435146,1.00000633319924,1.00000573570155,1.00000519581866,1.00000470807416,1.00000426750306,1.00000386960469,1.00000351029977,1.00000318589158,1.00000289303056,1.00000262868221,1.00000239009796,1.00000217478862,1.00000198050037,1.00000180519288,1.00000164701947,1.00000150430908,1.0000013755499
male,24,1.00000777564778,1.00000681794191,1.00000596532542,1.00000520712812,1.00000453371465,1.00000393638657,1.0000034072936,1.00000293935323,1.00000252617775,1.00000216200829,1.00000184165484,1.00000156044207,1.00000131416008,1.00000109901992,1.00000091161311,1.00000074887514,1.00000060805224,1.0000004866714,1.00000038251315,1.00000029358689,1.00000021810862
male,25,1.00023064332537,1.00021601521315,1.00020260835696,1.00019029371343,1.00017895810015,1.00016850208324,1.00015883815774,1.00014988917925,1.00014158701154,1.00013387135949,1.00012668876164,1.0001199917196,1.0001137379454,1.00010788971029,1.00010241328071,1.00009727842954,1.00009245801207,1.00008792759772,1.00008366515003,1.00007965074809,1.00007586634389
male,26,1.0008723511768,1.00081812464115,1.00076838896453,1.00072266400511,1.00068052988688,1.00064161881504,1.00060560804226,1.00057221382148,1.00054118620451,1.00051230456609,1.00048537375017,1.00046022075009,1.00043669184695,1.00041465014126,1.00039397342241,1.00037455232831,1.00035628875426,1.00033909447625,1.00032288995856,1.00030760331993,1.00029316943631
male,27,1.00229362507097,1.00214888678866,1.00201641902712,1.00189487766075,1.00178309034684,1.00168003292897,1.00158480918095,1.0014966334125,1.00141481552681,1.00133874817927,1.00126789573709,1.00120178478261,1.00113999594039,1.00108215683943,1.00102793604927,1.00097703785158,1.00092919772903,1.00088417846992,1.00084176680164,1.00080177047857,1.00076401576056
male,28,1.00465460994419,1.00435263686554,1.00407715094168,1.00382517207428,1.00359410687594,1.00338169514847,1.00318596396594,1.00300518827056,1.00283785704679,1.00268264427401,1.00253838397319,1.00240404876166,1.00227873141446,1.00216162900297,1.00205202924325,1.00194929873927,1.00185287285179,1.00176224696177,1.001676968931,1.00159663259038,1.00152087211089
male,29,1.00795044775878,1.00741520024185,1.00692883875608,1.00648570831592,1.0060808979128,1.0057101369435,1.00536970639,1.00505636263023,1.00476727206557,1.00449995501244,1.00425223752912,1.00402221004064,1.00380819178837,1.00360870027114,1.00342242496466,1.00324820470869,1.0030850082392,1.00293191741792,1.00278811277597,1.0026528610433,1.00252550438279
male,30,1.02590486394565,1.02248118363748,1.01961362841821,1.01720507647106,1.01517579077949,1.01346027679298,1.01200471085625,1.01076483541412,1.00970423599079,1.00879293045707,1.00800621377646,1.00732371178155,1.00672860599998,1.00620699846951,1.00574739113907,1.00534025907713,1.00497770048909,1.00465314963684,1.00436114128094,1.00409711733283,1.00385726809508
male,31,1.03567195679664,1.03086041520757,1.02683362045466,1.02345477932347,1.02061150938954,1.01821143959091,1.01617860792763,1.01445051135088,1.0129756893255,1.01171174414451,1.01062371872618,1.00968276705457,1.00886506422145,1.00815091267354,1.00752400915609,1.0069708432939,1.00648020402597,1.0060427744248,1.00565079896113,1.00529781016223,1.00497840397517
male,32,1.04389976517885,1.03784131557679,1.03277607781885,1.02853114872397,1.02496439444124,1.02195892016142,1.01941853951378,1.01726406222961,1.01543025167369,1.01386333084123,1.01251893749098,1.01136044713539,1.01035759736995,1.00948535909711,1.00872301007565,1.00805337430526,1.00746219736601,1.00693763324086,1.00646982257555,1.00605054595316,1.00567293872582
male,33,1.05240164634942,1.04501936699518,1.03885260376323,1.03369004205611,1.02935787340648,1.0257130717475,1.02263788240257,1.02003530411857,1.01782538439005,1.0159421809714,1.01433126917688,1.01294769641066,1.01175430323694,1.01072034491883,1.00982035931652,1.0090332368239,1.00834145603444,1.00773045538542,1.00718811639846,1.00670433853063,1.00627068925033
male,34,1.06105258855993,1.05231934177968,1.04502753289756,1.03892702886103,1.03381197509637,1.02951287748566,1.02589010944018,1.02282858637425,1.02023339665066,1.01802621632382,1.01614236630396,1.0145283961718,1.01314009982655,1.01194088529859,1.0109004350938,1.00999360492628,1.00919951810379,1.00850082053298,1.00788306762049,1.00733421951352,1.0068442253571
male,35,1.15842712608251,1.12657996513112,1.10183511746813,1.08252669179665,1.06739308921269,1.05547627362081,1.04604666681253,1.03854704158824,1.03255052210933,1.0277290772414,1.02382983242324,1.02065721816773,1.0180594842808,1.01591848634833,1.01414193024192,1.01265746720056,1.01140818545725,1.01034915836208,1.00944479378261,1.00866679280681,1.00799257301385
male,36,1.17102611118288,1.13670040705979,1.11001321254014,1.08917568558507,1.07283273600173,1.05995499543875,1.04975826766848,1.04164335190464,1.03515099394058,1.02992808920514,1.02570226980575,1.02226275040636,1.01944585577154,1.01712405757923,1.01519764748371,1.01358839514995,1.01223470445995,1.01108790329197,1.01010939321456,1.00926845323677,1.0085405423968
male,37,1.18183360858012,1.14551617835405,1.11724972628778,1.09515482624445,1.07780657283237,1.06412162080149,1.05327390903407,1.04463166085322,1.03771019106674,1.03213647631771,1.02762249549733,1.02394512114742,1.02093091415101,1.01844459623159,1.01638028720766,1.01465482545855,1.01320266187039,1.01197194524394,1.0109215122426,1.01001856589574,1.00923687968878
male,38,1.1908431261144,1.15306975477831,1.12362204607577,1.10056592648827,1.0824330059135,1.06810529723416,1.05672910877642,1.04765059755789,1.04036743218236,1.03449245784649,1.02972631979652,1.02583678648879,1.02264309351395,1.02000405819524,1.01780903240591,1.01597099675869,1.01442127435661,1.0131054725468,1.0119803582151,1.01101144467304,1.01017112244859
male,39,1.19829784261383,1.15951093592185,1.12921173186506,1.10544078200213,1.08670766848051,1.07187552809166,1.06007465445793,1.05063772318173,1.04305112361839,1.03691830986194,1.03193213783836,1.02785393422762,1.02449761899807,1.02171763000004,1.01939971453259,1.01745388788658,1.0158090337885,1.01440875204228,1.01320815601304,1.01217139541849,1.01126973447942
male,40,1.20317105663233,1.16387960665176,1.13313066201746,1.10896376958722,1.08988493316606,1.07475245453933,1.06269135832671,1.05302911015639,1.04524722497193,1.038944755208,1.03381067783017,1.02960296073333,1.02613265314251,1.02325176319864,1.02084399688736,1.01881766389139,1.01710022845414,1.01563411215814,1.01437345188876,1.01328158848399,1.01232911581852
male,41,1.20449212883908,1.16535525622057,1.13468186063738,1.11053939502322,1.09145260016612,1.0762922394153,1.06419153150137,1.05448325562648,1.04665231269267,1.04029986427767,1.0351161610614,1.03085990616729,1.02734254343241,1.02441626534576,1.02196483666338,1.01989655433214,1.01813883211671,1.01663402384233,1.01533619325177,1.01420860913611,1.0132217975732
male,42,1.20954003474619,1.16968530530823,1.13843755991974,1.11383455951454,1.09437715912996,1.07891702461799,1.06657218914802,1.05666341691658,1.04866614568,1.04217411513072,1.03687177782715,1.03251332385595,1.02890669624678,1.02590138042313,1.02337905382526,1.02124640797316,1.01942962437362,1.01787011240531,1.01652121244667,1.01534563905823,1.01431349294683
